Global Property ID;Source Property ID;Global Property Name;Global Chain Code;Property Address 1;Property Address 2;Primary Airport Code;Property City Name;Property State/Province;Property Zip/Postal;Property Country Code;Property Phone Number;Property Fax Number;Sabre Property Rating;Property Latitude;Property Longitude;Source Group Code
100200516;315640;Catuai;HQ;Avenida Castelo Branco 20507;;JPR;IndustrialCacoal;;76967-621;BR;;;;-114.364;-6.145947;SABRE_GDS
100525916;365067;Villa Real Hotel;HQ;;;JOI;Sao Francisco do Sul;;89240-000;BR;;;4.0;-262.303;-4.862718;SABRE_GDS
100244166;340879;Hotel 10 Joinville;HQ;Rua Dona Francisca 7173;;JOI;Zona Industrial Nort;;89219-600;BR;;;3.0;-2.625144;-4.887413;SABRE_GDS
100201034;315899;Grande Hotel Amparo;HQ;;Lisboa 33;VCP;Amparo;;13900-08;BR;;;;-2.270144;-4.676575;SABRE_GDS
100326456;379422;Apartamento Henrique Dumont;HQ;Henrique Dumont 85;;SDU;Rio de Janeiro;;22410-06;BR;;;;-2.298392;-4.321349;SABRE_GDS
100059200;192220;Pousada Dos Chas;HQ;Rua Francisco Gouvea 54;;FLN;Florianopolis;;88053-645;BR;;;3.0;-27.439;-48.485;SABRE_GDS
100382828;371644;Ville Hotel Gramadao;HQ;Avenida Jose Marao Filho 2794;;SJP;Votuporanga;;15502-045;BR;;;;-2.040444;-4.998338;SABRE_GDS
100011715;376077;Hotel Locatelli;HQ;Rua Almirante Barroso 112;;CXJ;Lajeado;;95913-140;BR;;;3.0;-2.945026;-5.196659;SABRE_GDS
101086700;237944;Baoba Hotel;HQ;Av Independencia 3249;;SJK;Taubate;;12032-000;BR;;;3.0;-23.046;-45.595;SABRE_GDS
100687824;331303;Hotel Bernal;HQ;Rua Vinte 1052;;UDI;Ituiutaba;;38300074;BR;;;2.0;-1.897286;-4.946391;SABRE_GDS
100205131;382543;Pousada Porto Verde;HQ;;;REC;Ipojuca;;55590-00;BR;;;3.0;-850.935;-3.500664;SABRE_GDS
100276131;341281;Alphapark Hotel;HQ;;;GYN;Goiania;GO;74884-527;BR;;;4.0;-1.670448;-4.920726;SABRE_GDS
100183579;320791;Pousada Reserva Penedo;HQ;Rua Alberto Joao Saad 99.;;GIG;Itatiaia;;27598-00;BR;;;4.0;-2.244094;-4.451952;SABRE_GDS
100058058;190145;Pousada Palmeiras;HQ;Rua Xarelete 17.;;NVT;Bombinhas;;88215-00;BR;;31848834100;3.0;-2.714772;-4.848076;SABRE_GDS
100372098;373597;Petropolis Inn;HQ;Rua Vinte E Nove De Junho 491;;SDU;Petropolis;;25655-09;BR;;;3.0;-225.158;-4.319371;SABRE_GDS
100058368;190633;Golden Star Hotel;HQ;Mariano Torres 135;;BFH;Curitiba;;80060-120;BR;;;3.0;-25.428;-49.264;SABRE_GDS
100200484;315625;Delcas Fast Hotel;HQ;R Manoel Dionisio Sobrinho 49s.;49-s;TSQ;Tangara da Serra;MT;78300-00;BR;55 65 3339-1900;55 65 3339-1900;;-14.623394;-57.492032;SABRE_GDS
100372690;360604;Maestro Premium Cascavel;HQ;Rua Mal Candido Rondon 2102;;CAC;Cascavel;PR;85901-070;BR;;;4.0;-2.495602;-5.346438;SABRE_GDS
100205342;318104;Hyatt Place Macae;HY;Avenida Atlantica 1300.;;GIG;Macae;RJ;27920-390;BR;55 22 2200 1234;55 22 2200 1235;4.0;-2.239834;-4.178942;SABRE_GDS
100156116;281909;Grand Hyatt Rio De Janeiro;HY;Av. Lucio Costa 9600.;;GIG;Rio de Janeiro;RJ;22795-007;BR;55-21-37966872;55-21-37971200;5.0;-2.301055;-4.337161;SABRE_GDS
100368385;314405;Jw Marriott Hotel Sao Paulo;MC;Av Das Nacoes Unidas 14 401;;GRU;Sao Paulo;SP;04794-000;BR;55-11-2526-0100;55-11-2526-0101;5.0;-23.624996;-46.706937;SABRE_GDS
100570250;52540;Innside Sao Paulo Itaim;ME;Rua Jesuino Arruda 806;;CGH;Sao Paulo;;04532-082;BR;55-11-37044400;55-11-3704 4401;4.0;-2.358301;-4.667818;SABRE_GDS
102619835;607153;Oyo Hotel L Espace Jaragua;OY;R.boaventura 231;;PLU;Belo Horizonte;MG;30110039;BR;55-11-54710400;;;-19.869854;-43.950032;SABRE_GDS
102683857;607576;Oyo Hotel Lindoia Petropolis;OY;53 Rua Marechal;;SDU;Petropolis;RJ;25610-081;BR;55-11-54710400;62-800-6967666;;-22.506673;-43.168958;SABRE_GDS
102326719;606967;Oyo Pousada Parana Cuiaba;OY;970 Rua Oslo Despraiado;;CGB;Cuiaba;MT;78048000;BR;55-11-5043-7185;;;-1.557726;-56.090166;SABRE_GDS
100611950;216460;Quality Inn And Suites Brasilia;QI;Lote 02 Tencho 03.;;BSB;Brasilia;DF;71215-300;BR;55-61-2196-6090;55-61-2196-6090;4.0;-1.583622;-479.516;SABRE_GDS
100204826;318028;Ramada Encore Sao Paulo;RA;Avenida Tiradentes 826;;CGH;Sao Paulo;SP;01102;BR;55-11-47500100;11-4005-1006;;-2.352853;-466.311;SABRE_GDS
100201900;316330;Novotel Sorocaba;RT;;;VCP;SOROCABA;SP;18048110;BR;55-015-35001850;;4.0;-2.353142;-4.746496;SABRE_GDS
100397782;56036;Ibis Navegantes Itajai;RT;R. Vereador Abrahao J F 587;;NVT;ITAJAI;SC;88302101;BR;55-47-32496800;55-47-32496801;3.0;-2.691435;-486.573;SABRE_GDS
101045070;387892;Ibis Ribeirão Preto Vila Do Golf;RT;Av Luiz Eduardo Tol Prado 780;;RAO;RIBEIRAO PRETO;AC;14027250;BR;0;0;3.0;-212.351;-4.783672;SABRE_GDS
100024986;144258;Mercure Rj Nova Iguacu;RT;Av Doutor Mario Guimaraes 520;;GIG;NOVA IGUACU;RJ;26255230;BR;55-21-32578500;55-21-32578539;;-22.759087;-43.457027;SABRE_GDS
100077692;21622;Ibis Sao Paulo Expo;RT;Rua Eduardo Viana 163.;;CGH;SAO PAULO;SP;01133040;BR;55-11-33937300;55-11-33937374;3.0;-2.351883;-4.665456;SABRE_GDS
100390022;50840;Mercure Camboriu;RT;Av Atlantica 2010.;;NVT;BALNEARIO CAMBORIU;SC;88330012;BR;55-47-30569500;55-47-30569500;3.0;-2.698749;-4.863255;SABRE_GDS
100621648;317729;Ibis Styles Tres Rios;RT;Rua Quinze De Novembro-340.;;GIG;TRES RIOS;RJ;25804000;BR;55-08007037000;55-08007037000;3.0;-2.211559;-4.321171;SABRE_GDS
100156932;282415;Ibis Rj Nova America;RT;;;GIG;RIO DE JANEIRO;RJ;20765-630;BR;55-21 3282-2300;55-21 3184-6162;3.0;-2.288026;-4.326938;SABRE_GDS
100597276;108660;Ibis Styles Belem Batista Campos;RT;;;BEL;BELEM;PA;66015200;BR;55-9133422121;;3.0;-145.805;-4.849193;SABRE_GDS
100403044;59534;Ibis Goiania;RT;Rua 21 No 154.;;GYN;GOIANIA;GO;74120120;BR;55-62-27656050;55-62-27656051;3.0;-1.669036;-4.926298;SABRE_GDS
100182414;305001;Ibis Arapiraca;RT;;145 A;MCZ;ARAPIRACA;AC;57300590;BR;55-82-34825600;55-82-34825600;3.0;-974.879;-3.666363;SABRE_GDS
101073902;600464;Ibis Styles Maceio Pajucara;RT;Av Doutor Antonio Gouveia 1020;;MCZ;MACEIO;AL;57030170;BR;55 11 99347 3750;;;-966.594;-3.571125;SABRE_GDS
100185348;307068;Ibis Santos Valongo;RT;;;SSZ;SANTOS;SP;11010320;BR;13-33289300;13-33289300;3.0;-23.931257;-46.338025;SABRE_GDS
100192568;311436;Ibis Styles Parauapebas;RT;Rod Pa 275;;CKS;PARAUAPEBAS;PA;68515000;BR;55-9433116000;55-9433116000;3.0;-6.078058;-49.886783;SABRE_GDS
100655739;325021;Ibis Styles Itauna;RT;Rua Silvio De Matos 177;;CNF;ITAUNA;MG;35680360;BR;55-8007037000;;3.0;-200.756;-4.458498;SABRE_GDS
100397534;55872;Mercure Sao Paulo Vila Olimpia Hotel;RT;Rua Santa Justina 210;;GRU;SAO PAULO;SP;04545041;BR;55-11-30896222;55-11-30896243;4.0;-2.359492;-4.667539;SABRE_GDS
100044300;174277;Ibis Sertaozinho;RT;Rua Fioravante Sicchieri 100;;GRU;SERTAOZINHO;SP;14179560;BR;55-16-21059191;55-16-21059191;3.0;-2.114732;-479.915;SABRE_GDS
100065070;204074;Ibis Foz Do Iguacu;RT;Rua Almirante Barroso 866;;IGU;FOZ DO IGUACU;PR;85851010;BR;55-45-34223300;55-45-34223314;3.0;-2.554789;-5.458511;SABRE_GDS
100397816;56054;Ibis Manaus Distrito Industrial;RT;Avenida Mandii 04.;;MAO;Manaus;;69075-140;BR;55-92-21236234;55-92-36136235;;-312.897;-5.998268;SABRE_GDS
102251007;390573;Ibis Caucaia Porto Do Pecém;RT;Rodovia Estruturante Ce 085;Km 27 Grilo;FOR;Caucaia;CE;61637012;BR;;0;3.0;-364.233;-3.881947;SABRE_GDS
100212850;35037;Ibis Styles Curitiba Centro Civico;RT;Rua Mateus Leme 358.;;CWB;CURITIBA;PR;80510190;BR;55-41-33240469;55-41-33233404;3.0;-2.542485;-4.927136;SABRE_GDS
102959525;615029;Ibis Votuporanga;RT;Avenida Nasser Marao 3773;;SJP;VOTUPORANGA;AC;15504000;BR;;;;-2.041322;-49.960353;SABRE_GDS
100388178;389513;Ibis Uberlandia;RT;;1590 A;UDI;UBERLANDIA;MG;38408100;BR;;;3.0;-1.891253;-4.825941;SABRE_GDS
100219568;39211;Ibis Ribeirao Preto Shopping;RT;Av. Braz Olaia Acosta 691.;;RAO;RIBEIRAO PRETO;SP;14026040;BR;55-16-21012950;55-16-21012959;3.0;-2.121599;-4.782298;SABRE_GDS
100163746;286560;Ibis Guarapuava;RT;Av Prof Laura P Bastos 413;;CWB;GUARAPUAVA;PR;85010000;BR;55 11 99347-3750;;4.0;-2.538475;-5.145154;SABRE_GDS
102960251;614743;The Westin Sao Paulo;WI;Rua Ibiate 86;Sao Paulo Brazil 04530 040;GRU;Sao Paulo;SP;04530 040;BR;55-11-3512-5200;;;-23.584645;-46.671601;SABRE_GDS
101009885;327587;Vivence Suítes Hotel Palmas;WV;Quadra 201sul Rua Nsa Lote13;Conj 01 Plano Diretor;PMW;Palmas;AC;77015200;BR;55-63-32155550;55-63-32155551;3.0;-10.249091;-48.324286;SABRE_GDS
100605716;285197;Portobay Buzios;WV;Rua Dos Coqueiros10 Brava;;BZC;Buzios;AC;28950-400;BR;55 21 23911800;55-22-2623-5293;4.0;-2.274696;-4.197416;SABRE_GDS
100408792;322285;Janeiro Hotel;WV;Avenida Delfim Moreira 696;;SDU;Rio de Janeiro;RJ;22431-000;BR;55-21-21721001;55-21-21721001;;-2.298856;-4.322752;SABRE_GDS
100566062;15192;Wyndham Rio Barra;WY;Av Lucio Costa 3150;;GIG;Rio de Janeiro;RJ;22630-010;BR;55 21 3139-8000;00 00 0000-0000;;-2.301124;-4.332672;SABRE_GDS
100526396;40670;Wyndham Sao Paulo Ibirapuera;WY;Av Ibirapuera 2927;;CGH;Sao Paulo;SP;04029-200;BR;55-11-50912330;55-11-50912330;;-23.609074;-46.666229;SABRE_GDS
100677646;139170;Wyndham Foz Do Iguacu;WY;Rui Barbosa 394 Centro;;IGU;Foz do Iguacu;;85851 170;BR;;;4.0;-2.553825;-5.458901;SABRE_GDS
102543625;605720;Wyndham Salvador;WY;13223 Luis Viana Filho Ave;;SSA;Salvador;AC;41500-300;BR;55-0800-5558844;;4.0;-1.291996;-3.835493;SABRE_GDS
100561952;165579;Windsor Copa Hotel;YX;Av Nossa Senhora De 335;;GIG;Rio de Janeiro;RJ;22020-002;BR;55-21-21955300;55-21-21955330;3.0;-2.296707;-4.318014;SABRE_GDS
100254737;226346;Pousada Pedra Da Ilha;YX;Rua Abraao Francisco 46.;;NVT;Penha;;88385000;BR;55-47-33450542;55-47-33450542;3.0;-2.677229;-4.865881;SABRE_GDS
100804065;308112;Zii Hotel Pouso Alegre;YX;Rodovia Br 459 Km 107.;;GRU;Pouso Alegre;MG;37550-000;BR;55-35-34273380;55-35-34273380;3.0;-22.242825;-45.855973;SABRE_GDS
100310696;349232;Letto Hotel Flores Da Cunha;YX;Rua John Kennedy No 1031;;CXJ;Flores da Cunha;RS;95270-000;BR;55-051-40424346;55-051-40424346;4.0;-2.902903;-5.116875;SABRE_GDS
100580630;313901;Blue Tree Premium Manaus;YX;Av Umberto Calderaro Filho 817;;MAO;MANAUS;AM;69057021;BR;55-92-33032000;55-92-33032000;;-31.102;-6.001043;SABRE_GDS
100682960;315857;Hotel Wz Jardins;YX;Av Reboucas 955;;GRU;Sao Paulo;;05401-100;BR;55-11-30690000;55-11-30690000;4.0;-2.355985;-4.667105;SABRE_GDS
100603220;210529;Intercity Marinas Joao Pessoa;YX;Av Cabo Branco 1116 .;;JPA;JOAO PESSOA;PB;58045010;BR;55-83-30488888;55-83-30488888;;-712.345;-3.482391;SABRE_GDS
100641168;321744;Porto Seguro Eco Bahia Hotel;YX;Rua Antonio Ricaldir 177;;BPS;Porto Seguro;BA;45810000;BR;55-73-32882318;55-73-32882318;3.0;-1.659454;-3.910065;SABRE_GDS
100685952;86343;Brisamar Hotel Sao Luis;YX;Av Sao Marcos 12.;;SLZ;Sao Luis;MA;65077-310;BR;55-98-23121212;55-98-32359177;3.0;-2.491092;-44.305359;SABRE_GDS
100204408;317589;Laghetto Stilo Barra Rio;YX;Rua Marcelo Roberto 65;;GIG;Rio de Janeiro;RJ;22630190;BR;55-21-3509-9000;55-21-35099000;;-2.300943;-4.335318;SABRE_GDS
100526400;82020;Transamerica Classic - Opera;YX;Alameda Lorena 1748;;GRU;SAO PAULO;;01424-002;BR;55-11-30622666;55-11-55471171;;-2.356244;-4.666743;SABRE_GDS
100272580;428308;All Inn Sorocaba;YX;;Reinaldo Mendes 3541;VCP;Sorocaba;SP;18013-280;BR;55-15-30321400;55-15-30321400;4.0;-2.346952;-4.742396;SABRE_GDS
100515204;142308;Hotel Express Maua;YX;Rua Julio De Castilhos 342;;POA;Porto Alegre;RS;90030-130;BR;55-51-30291000;55-51-30291000;3.0;-3.002521;-5.122371;SABRE_GDS
100025552;144825;Barra Do Piuva Porto Hotel;YX;Av Brasil 1140;;GRU;Ilha Bela;;11630;BR;55-12-38949415;55-12-38949427;4.0;-2.382781;-4.538534;SABRE_GDS
100048338;1792;Hotel Fasano Boa Vista;YX;;Km 102.5;GRU;Porto Feliz;SP;18540000;BR;55-15-32619900;55-15-32619901;5.0;-2.333879;-4.754132;SABRE_GDS
100604352;18523;Windsor Excelsior Hotel;YX;Avenida Atlantica 1800;;SDU;Rio de Janeiro;RJ;22021-030;BR;055-21-21955800;055-22-22571850;4.0;-2.296809;-431.796;SABRE_GDS
102260065;324431;Hotel Contemporaneo;YX;Avenida Royal Palm Plaza 180;Avenida Royal Palm Plaza 180;VCP;CAMPINAS;SP;13051092;BR;55-19-21172200;55-19-21172200;4.0;-2.293816;-470.731;SABRE_GDS
100178018;296297;Naoum Hotel;YX;Shs Qd 03 Bloco J.;;BSB;BRASILIA;DF;70322905;BR;55-61-32124545;55-61-32124549;;-15.794207;-47.888824;SABRE_GDS
100298588;323288;Ville Celestine Hotel;YX;Rua Guaicui 596;;CNF;Belo Horizonte;MG;30380342;BR;55-31-36149900;55-31-361499000;;-1.994734;-4.395447;SABRE_GDS
100566906;28574;Estanplaza Berrini;YX;853 Engenheiro Luis Carlos Ber;;GRU;SAO PAULO;SP;04571-010;BR;55-11-55098900;55-11-5509-8909;4.0;-23.604;-4.669222;SABRE_GDS
100391782;52029;Deville Prime Porto Alegre;YX;Av Dos Estados 1909;;POA;Porto Alegre;RS;90200-001;BR;55-51-33735000;55-41-32194007;;-2.998055;-5.117916;SABRE_GDS
100424358;77155;Hotel Deville Business Maringa;YX;Av Herval 26;;MGF;Maringa;;87013-110;BR;55-44-32216700;55-44-32216725;4.0;-2.342694;-5.194308;SABRE_GDS
100086342;225902;Deville Prime Campo Grande;YX;Avenida Mato Grosso 4250.;;CGR;Campo Grande;MS;79002232;BR;55-67-21064600;55-67-21064610;5.0;-2.044834;-5.457247;SABRE_GDS
100184392;30631;Hotel Deville Express Cascavel;YX;Br 277 Km 588;;CAC;Cascavel;;85803-650;BR;55-45-32273030;55-45-32272190;3.0;-2.497621;-5.345935;SABRE_GDS
100157057;394125;Voa Pousada Agua Eterna;YX;;;SJP;OlImpia;SP;15400 000;BR;55-17-32816145;55-17-32816145;3.0;-2.074022;-489.131;SABRE_GDS
100079036;218249;Hotel Dan Inn Sorocaba;YX;Av Dr Afonso Vergueiro 1850;;CPQ;Sorocaba;SP;18040-00;BR;55-15-34125100;55-15-34125100;3.0;-2.349726;-4.746887;SABRE_GDS
100016219;323363;Mardan Hotel;YX;Rua Rio Azul 115;;CKS;PARAUAPEBAS;PA;68515000;BR;55-94-33111020;55-94-33111021;3.0;-607.521;-4.988803;SABRE_GDS
100814707;41233;Hotel Deville Express Curitiba;YX;Rua Amintas De Barros 73.;;CWB;Curitiba;;80060-205;BR;55-41-33228558;55-41-33228558;;-2.542777;-4.926556;SABRE_GDS
100647106;309378;Hope Town Inn And Marina;WV;;;MHH;Abaco;;0000;BS;1-242-3660003;1-242-3660003;4.0;26.537994;-76.962109;SABRE_GDS
100191196;31069;Sandyport Beach Resort;XT;1 N Sandyport Dr West Bay St.;;NAS;Nassau;;00000;BS;1-242-3274279;1-242-3275612;;25.076442;-77.429233;SABRE_GDS
102853745;611446;Lemon Tree Resort Thimphu Bhutan;UI;;;PBH;Thimphu;;11001;BT;975-87-904 47892;;;27.505617;89.646835;SABRE_GDS
100082576;221323;Town Lodge Gaborone;CG;;;GBE;Gaborone;;1676;BW;267-316-0490;267-316-1390;;-24.606312;25.929049;SABRE_GDS
100198556;314548;Indaba Lodge Hotel Gaborone;FG;1 Tlokweng Road;;GBE;Gaborone;;00000;BW;267-399-9500;267-399-9501;3.0;-2.467253;2.592455;SABRE_GDS
100758517;322748;Room50two;OK;;;GBE;Gaborone;;0000;BW;267-397-5557;;3.0;-24.656;2.590158;SABRE_GDS
100798953;166684;Protea Hotel Gaboron Masa Square;PR;;Cnr 1st And Qestern Avenue;GBE;Gaborone;;09267;BW;267-3-159954;267-3-3915713;3.0;-24.655319;25.908728;SABRE_GDS
100188312;309014;Doubletree By Hilton Minsk;HL;9 Pobediteley Avenue;;MSQ;Minsk;;;BY;375-17-309 80 00;375-17-309 80 01;;5.390851;27.548917;SABRE_GDS
100183588;305698;Minsk Marriott Hotel;MC;20 Pobediteley Avenue.;;MHP;Minsk;;220020;BY;375-17-2793000;375-17-2793100;5.0;53.933731;27.508774;SABRE_GDS
100271525;381250;Agat Hotel;ST;Karbyshava 25;;MSQ;MINSK;;220119;BY;00375-17-3699936;00375-17-2678427;3.0;53.889288;28.034196;SABRE_GDS
100085688;392667;Beijing Hotel Minsk;WV;36 Krasnoarmeyskaya Street;;MSQ;Minsk;;220030;BY;375-17-3297777;375-17-3297777;4.0;53.900601;27.558972;SABRE_GDS
100194976;312729;Byg Hotel;YX;2 Lenina Street;;BQT;Brest;;224005;BY;375-162-209059;375-162599992;;5.209705;2.368156;SABRE_GDS
102467405;608384;The Watermark Hotel;GD;1-4 Mile;;SPR;San Pedro;;00000;BZ;501-855-2033011;;4.0;17.921225;-87.961365;SABRE_GDS
100141160;26668;Ramada Belize City Princess;RA;;;BZE;Belize City;;00000;BZ;501-2232670;501-2232660;3.0;1.750525;-8.818833;SABRE_GDS
100145346;270959;Almond Beach Resort At Jaguar Reef;WV;;;BZE;Stann Creek;;00000;BZ;501-822-3851;501-822-3851;3.0;16.965353;-88.220615;SABRE_GDS
100187716;308590;Beausejour Hotel Appartements 4;AC;440 Roy Avenue;;YUL;DORVAL;QC;H9S3E1;CA;1 514 576 3370;1 514 636 5002;1.0;4.544694;-7.374852;SABRE_GDS
100251216;416694;La Cache A Maxime;AC;265 Rue Drouin;;YQB;SCOTT;QC;G0S 3G0;CA;1 418 387 5060;;4.0;46.505513;-71.056024;SABRE_GDS
100020392;137821;Hotel Chez Swann;AC;1444 Rue Drummond;;YUL;MONTREAL;QC;H3G 1V9;CA;15.148.427.070;18.663.632.444;4.0;45.499407;-73.575903;SABRE_GDS
100168592;612171;Hotel Baie Saint Paul;AC;8 Chemin Du Golf;;YML;BAIE SAINT PAUL;QC;G3Z 1X6;CA;1 418 435 3683;;3.0;47.440736;-70.519575;SABRE_GDS
100181626;388368;L Empress;AC;360 Montee Industrielle;;YBG;RIMOUSKI;QC;G5M 1X1;CA;001 418 723 6944;;3.0;48.458014;-68.496953;SABRE_GDS
100312806;383001;Du Parc;AC;167 Rue Bosse;;YQB;SAGUENAY;QC;G7J 1L5;CA;1 418 543 0003;;;48.424429;-7.107442;SABRE_GDS
100368272;476852;Continental;AC;932 3e Avenue;;YVO;Val-dOr;QC;J9P 1T3;CA;1 800 567 6477;1 819 824 1321;3.0;48.103763;-7.779065;SABRE_GDS
100078736;217956;Auberge Des Gallant Restaurant And Spa;AC;1171 Chemin Saint-henri;;YUL;SAINTE MARTHE;QC;J0P 1W0;CA;1 450 459 4241;1 450 459 4667;4.0;45.433706;-7.433577;SABRE_GDS
100245084;389440;Hotel And Spa Carre Saint Louis;AC;3470 Rue Saint Denis;;YUL;MONTREAL;QC;H2X3L3;CA;001 51 49 82 93 07;;3.0;45.517356;-73.568741;SABRE_GDS
100144248;27015;Auberge Le Pomerol;AC;819 Boul De Maisonneuve;;YUL;Montreal;QC;H2L 1Y7;CA;1 514 526 5511;1-514-523 0143;3.0;45.516393;-73.560096;SABRE_GDS
100336578;605989;Espace 4 Saisons;AC;4940 Chemin Du Parc;;YUL;ORFORD;QC;J1X 7N9;CA;1 877 768 1110;;4.0;45.311052;-72.206348;SABRE_GDS
100043502;171275;Aloft Calgary University;AL;2359 Banff Trail Nw;;YYC;Calgary;AB;T2M4L2;CA;1-403-2891973;1-403-2821241;3.0;510.704;-114.115294;SABRE_GDS
100185866;307496;Soho Residences Champagne;BC;111 Champagne Ave S;;YOW;Ottawa;ON;K1S 5V3;CA;1-613-4223485;;4.0;45.398597;-7.571114;SABRE_GDS
100178170;296443;Renaissance Montreal Downtown Hotel;BR;1250 Boulevard Robert- Bourass;;YUL;Montreal;QC;H3B 3B8;CA;1-514-6575000;1-514-6575001;4.0;45.502693;-73.569377;SABRE_GDS
100075322;21346;Cbvis Castlegar;BV;1935 Columbia Avenue;;YCG;Castlegar;BC;V1N 2W8;CA;1-250-3652177;1-205-3653877;2.0;49.297137;-117.654893;SABRE_GDS
100015592;127900;Cbvis Charlottetown;BV;20 Capital Drive;;YYG;Charlottetown;PE;C1E 1E7;CA;1-902-8922481;1-902-3683247;3.0;46.265686;-63.151629;SABRE_GDS
100006808;110694;Cbvi Prince George;BV;1630 Central Street East;;YXS;Prince George;BC;V2M 3C2;CA;1-250-5633671;1-250-5637594;;53.909918;-12.278118;SABRE_GDS
100029032;149085;Best Western Maple Ridge Hotel;BW;21650 Lougheed Highway;;YVR;Maple Ridge;BC;V2X 2S1;CA;1-604-467-1511;1-604-467-1532;3.0;49.216997;-122.621632;SABRE_GDS
100312900;44951;Best Western Plus Edmundston Hotel;BW;280 Boul Hebert;;YFC;Edmundston;NB;E3V 0A3;CA;1-506-739-0000;1-506-735-0001;3.0;47.377917;-68.312193;SABRE_GDS
100433464;862;Best Western Plus Ottawa City Centre;BW;1274 Carling Avenue;;YOW;Ottawa;ON;K1Z 7K8;CA;1-613-7281951;1-613-7281955;3.0;45.386396;-75.733293;SABRE_GDS
100096110;23231;Best Western Plus Chocolate Lake Hotel;BW;250 Saint Margarets Bay Road;;YHZ;Halifax;NS;B3N 1J4;CA;1-902-4775611;1-902-4043376;4.0;44.640328;-63.624598;SABRE_GDS
100219682;39281;Best Western Plus Chemainus Inn;BW;9573 Chemainus Road;;YYJ;Chemainus;BC;V0R1K5;CA;1-250-246-4181;1-250-246-4184;3.0;48.914389;-123.712539;SABRE_GDS
100408976;63671;Best Western Sicamous Inn;BW;806 Trans Canada Highway East;;YLW;Sicamous;BC;99999;CA;1-250-8364117;1-250-8363116;3.0;50.837886;-118.969663;SABRE_GDS
100408492;63227;Best Western Plus Executive Inn;BW;38 Estate Drive;;YBZ;Toronto;ON;M1H2Z1;CA;1-416-4300444;1-416-4300555;3.0;43.783156;-79.237175;SABRE_GDS
100040328;16646;Best Western Plus Cobourg Inn And Convention Centre;BW;930 Burnham St..;;YYZ;Cobourg;ON;K9A 2X9;CA;1-905-3722105;1-905-3725905;3.0;43.972671;-78.192273;SABRE_GDS
102313193;395983;Glo Best Western Mississauga Corporate Centre;BW;40 Admiral Blvd;;YYZ;Mississauga;ON;L5T 2W1;CA;1905 7951011;1905 7951712;3.0;43.643506;-7.970192;SABRE_GDS
100035922;15526;Algomas Water Tower Inn And Suites;BW;360 Great Northern Road;;YAM;Sault Ste Marie;ON;P6B 4Z7;CA;1-705-9498111;1-705-9457607;;46.537328;-84.318893;SABRE_GDS
100041332;16760;Best Western Plus Port O Call Hotel;BW;1935 Mc Knight Boulevard Ne.;;YYC;Calgary;AB;T2E 6V4;CA;1-403-2914600;1-403-2508814;3.0;51.092708;-114.012714;SABRE_GDS
101017203;322900;Executive Residency By Best Western Calgary City View North;BW;9665 Aurora Park.;;YYC;Calgary;AB;T3K 0S2;CA;1 403 9846999;1 403 9846995;3.0;511.405;-114.060412;SABRE_GDS
100028190;148208;Perth Parkside Inn And Spa, Bw Premier Collection;BW;82 Peter St;;YOW;Perth;ON;K7H1S2;CA;1-613-3260082;1-613-3260044;;44.900158;-76.252965;SABRE_GDS
102941103;606535;Best Western Plus Neepawa Hotel;BW;60 Howden Avenue;;YWG;Neepawa;MB;R0J 1H0;CA;623-780-6877;000-000-0000;;50.227645;-99.477319;SABRE_GDS
100011312;118593;Best Western Plus Bridgewater Hotel & Convention Centre;BW;Highway 10 Exit 12.;;YHZ;Bridgewater;NS;B4V 7P4;CA;1-902-530-0101;1-902-530-6001;4.0;44.401205;-64.540715;SABRE_GDS
100013378;122057;Best Western Blairmore;BW;306 Shillington Cres;;YXE;Saskatoon;SK;S7M1L2;CA;1-306-242-2299;1-306-242-6009;3.0;5.212815;-106.757;SABRE_GDS
100208588;32494;Best Western Plus Inner Harbour;BW;412 Quebec Street;;YYJ;Victoria;BC;V8V 1W5;CA;1-250-3845122;1-250-3845113;3.0;48.420711;-123.374156;SABRE_GDS
100007270;111687;Best Western Plus Mont-laurier;BW;1231 Boul A Paquette;;YOW;Mont-Laurier;QC;J9L 1M6;CA;1-819-623-5252;1-819-623-7830;3.0;46.552105;-75.475975;SABRE_GDS
100341582;46372;Best Western Plus Mission City Lodge;BW;32281 Lougheed Highway.;;YXX;Mission;BC;V2V 1A3;CA;1-604-8205500;1-604-8205510;3.0;49.133015;-122.329501;SABRE_GDS
100000284;10037;Best Western Plus Guildwood Inn;BW;1400 Venetian Blvd;;YZR;Sarnia;ON;N7T 7W6;CA;1-519-3377577;1-519-3323925;;42.987994;-82.407302;SABRE_GDS
100002618;103557;Best Western Sunrise Inn And Suites;BW;3101 43rd Avenue.;;YEG;Stony Plain;AB;T7Z 1L1;CA;1-780-968-1716;1-780-968-1724;3.0;53.539634;-113.973377;SABRE_GDS
100210362;33562;Best Western Plus Columbia River Hotel;BW;1001 Rossland Avenue.;;YCG;Trail;BC;V1R 3N7;CA;1-250-3683355;1-250-3683930;3.0;49.096909;-117.715465;SABRE_GDS
100302619;284539;Mercer Hotel Downtown Bw Premier Collection;BW;104 Ontario Street;;YYZ;Stratford;ON;N5A3H2;CA;1-519-2711888;1-519-2714157;3.0;43.371609;-80.981216;SABRE_GDS
